Value
1,08008153527646000000
1,08377027432667000000
1,08348977626619000000
1,07502077625431000000
1,05463879295660000000
1,02118416246864000000
0,97769029234165500000
0,92977576211914200000
0,88280168690846200000
0,84060916479772600000
0,80548310276880800000
0,77841180556546500000
0,75932979061894500000
0,74713765789280300000
0,74006495880433900000
0,73607165221278000000
0,73311490145980900000
0,72970445237724500000
0,72508158426969700000
0,71956611826613100000
0,71470470251872000000
0,71346420988003300000
0,72017254018711100000
0,73960923791128100000
0,77440027875944000000
0,82236696045134100000
0,87726495162427000000
0,93247807956369500000
0,98371612568450400000
1,02927150216821000000
1,06911252269451000000
1,10394610831418000000
1,13461255662517000000
1,16179913122244000000
1,18594901527164000000
1,20730475548840000000
1,22599066710470000000
1,24214138131954000000
1,25606446984626000000
1,26843534440386000000
1,28041638738678000000
1,29338961660660000000
1,30778243237562000000
1,32109361677192000000
1,32714000143118000000
1,31900272113700000000
1,29353125462186000000
1,25235952729968000000
1,19958376605018000000
1,13948734550610000000
1,07556888837730000000
1,01041083691376000000
0,94583934607558800000
0,88311403373730300000
0,82307945133865000000
0,76626701082739400000
0,71295460759288700000
0,66319162095970700000
0,61680984226801000000
0,57347393072795500000
0,53285680693249400000
0,49493864679398300000
0,46023193153892100000
0,42978243927635100000
0,40513261992091100000
0,38849537024767600000
0,38310565808303400000
0,39338125579861300000
0,42406795512800000000
0,47747449425525500000
0,54998440789364700000
0,63206070462235700000
0,71291361045817000000
0,78487766957237100000
0,84430112003802200000
0,89036165170337500000
0,92371191246867200000
0,94559595269837600000
0,95741140766906700000
0,96057075697354500000
0,95652084022282000000
0,94680676533291600000
0,93314296233291900000
0,91752165543322800000
0,90238540349964900000
0,89081613292192400000
0,88653216147620800000
0,89331506621375400000
0,91370260690864000000
0,94747104405228200000
0,99062982862859300000
1,03575046227066000000
1,07478589485824000000
1,10292085278065000000
1,11984110832286000000
1,12819609115431000000
1,13162914200240000000
1,13358764545889000000
1,13679762693260000000
1,14304930913995000000
1,15311455148333000000
1,16677468995394000000
1,18299336412506000000
1,20021148294703000000
1,21659267349193000000
1,22991314609749000000
1,23693499878384000000
1,23294817603430000000
1,21337596705866000000
1,17760716528637000000
1,13016443300246000000
1,07736023915338000000
1,02423136735389000000
0,97378967312040600000
0,92734110149214500000
0,88494509790878800000
0,84582946445251100000
0,80879842648448100000
0,77264355328777300000
0,73649211768756000000
0,69999645728428800000
0,66332372023120500000
0,62701893657172800000
0,59189248536012100000
0,55906492572291100000
0,53020274669321900000
0,50783266326819500000
0,49547887620087100000
0,49730781762174100000
0,51693351709157700000
0,55546023861788900000
0,61014959091362100000
0,67527587722780600000
0,74446655095221800000
0,81248435245593000000
0,87569191885702600000
0,93176061082583600000
0,97927678189085200000
1,01750259078447000000
1,04626475432510000000
1,06587510366860000000
1,07704462759628000000
1,08082062733507000000
1,07859327790438000000
1,07218474855067000000
1,06397375732063000000
1,05694600468812000000
1,05449743155374000000
1,05982999407533000000
1,07501047981824000000
1,09995338116932000000
1,13145206432796000000
1,16270264461422000000
1,18486382487588000000
1,19117601616249000000
1,18020228300931000000
1,15512695652835000000
1,12097651809450000000
1,08257506513435000000
1,04379155307640000000
1,00748731968825000000
0,97563696029493000000
0,94936953570863700000
0,92885904798455800000
0,91312488200195100000
0,89992259655465000000
0,88595892561221600000
0,86759686742247100000
0,84207083244818700000
0,80884795895963300000
0,77012597057231900000
0,72983276238340300000
0,69213725226418800000
0,66073346853346500000
0,63883678884855800000
0,62919783341114800000
0,63370811741533400000
0,65268434841381800000
0,68440874697581900000
0,72550285090978600000
0,77201254163875700000
0,82049605688669400000
0,86861421451110300000
0,91523496840936100000
0,96022866302206500000
1,00395526028565000000
1,04637302248294000000
1,08619110255595000000
1,12106658381950000000
1,14892506601191000000
1,16905339500487000000
1,18223181144098000000
1,19034567894849000000
1,19593872283900000000
1,20177638910657000000
1,21032963242644000000
1,22315974391601000000
1,24030978466143000000
1,25988173482695000000
1,27805752256531000000
1,28984485411309000000
1,29045969181417000000
1,27665836336190000000
1,24740677430615000000
1,20398531917954000000
1,14969848183819000000
1,08894468273649000000
1,02593470537270000000
0,96387650917852200000
0,90482049042689300000
0,84981159716026600000
0,79907179582506300000
0,75216228793161300000
0,70819710778064700000
0,66617104668834700000
0,62535094701824400000
0,58556515345561800000
0,54725032753759500000
0,51129210028305000000
0,47885584144373100000
0,45139466634254400000
0,43090310115172300000
0,42035086511671000000
0,42398437378038700000
0,44670363477270100000
0,49156395725764400000
0,55632938140984500000
0,63299845558810700000
0,71175549318791700000
0,78505993998028900000
0,84874523961596500000
0,90115344000505700000
0,94201774759180000000
0,97175261959905400000
0,99113792444486700000
1,00121115174308000000
1,00322375848248000000
0,99861187624885400000
0,98899792635288800000
0,97625973835049300000
0,96268946027115400000
0,95120147435944600000
0,94539379811961200000
0,94908629034342500000
0,96512843620823700000
0,99392109782846500000
1,03228371862400000000
1,07324513139170000000
1,10809050079332000000
1,13047261912702000000
1,13895337342954000000
1,13606112219015000000
1,12597723725789000000
1,11289469365871000000
1,10031326489058000000
1,09083669480469000000
1,08611790893926000000
1,08680409831880000000
1,09247808995615000000
1,10166026378227000000
1,11190113170557000000
1,11986788153538000000
1,12134453098719000000
1,11163144323803000000
1,08743360271102000000
1,04958689763912000000
1,00308796111576000000
0,95406181411795200000
0,90739836604279100000
0,86625622599982300000
0,83230002130374000000
0,80593241438642000000
0,78644836093628000000
0,77224333557652800000
0,76115723667038300000
0,75093117397595100000
0,73969319283683100000
0,72636865650032600000
0,71092203824375600000
0,69442842021652100000
0,67911320646696600000
0,66848135002327000000
0,66729530936371500000
0,68061061680839700000
0,71131211174310400000
0,75761583916155500000
0,81351151673199600000
0,87211184416635900000
0,92846079872120800000
0,98009785855321200000
1,02632288513404000000
1,06730638510514000000
1,10347923473882000000
1,13521634036141000000
1,16271810277055000000
1,18601371821189000000
1,20505753835186000000
1,21990765346354000000
1,23096349049728000000
1,23922273426445000000
1,24646341680162000000
1,25509637498771000000
1,26728327395490000000
1,28319178974126000000
1,29924646919548000000
1,30835697065598000000
1,30332628261415000000
1,28082178053362000000
1,24211323065684000000
1,19105048725193000000
1,13196674216809000000
1,06861968436219000000
1,00391649496412000000
0,93997959300030400000
0,87829877178826700000
0,81986743288509600000
0,76527118947937300000
0,71472166301430000000
0,66804719014772900000
0,62470226454441700000
0,58392452129467100000
0,54511735299264000000
0,50827504914312900000
0,47411648155115900000
0,44391878487750500000
0,41941246138868400000
0,40297132753943900000
0,39798993114221500000
0,40901885718916200000
0,44076470454305100000
0,49511805615086300000
0,56780068617163900000
0,64899170054409300000
0,72827977982168000000
0,79864174261734600000
0,85691697133385100000
0,90251043957811000000
0,93607906831797200000
0,95872032218445400000
0,97161975215104000000
0,97599593985997700000
0,97316525251740600000
0,96460610637260500000
0,95201386226413700000
0,93739764248479400000
0,92324792886729800000
0,91271618853057300000
0,90957312210603500000
0,91755183363209400000
0,93896262527915000000
0,97316668732248600000
1,01563846506297000000
1,05855128417846000000
1,09392740334476000000
1,11740065376598000000
1,12910782622873000000
1,13198288578880000000
1,12983758363318000000
1,12625224696628000000
1,12409825159336000000
1,12534337700777000000
1,13095780754028000000
1,14088911989945000000
1,15414739725660000000
1,16900931009650000000
1,18320920911745000000
1,19385151664279000000
1,19699032316754000000
1,18776197875460000000
1,16268534478140000000
1,12294259325365000000
1,07398989074142000000
1,02198297747105000000
0,97148539962316400000
0,92515988248267600000
0,88412075025264100000
0,84829245570954000000
0,81672052126777600000
0,78791566591465700000
0,76025874418425100000
0,73240990086313200000
0,70361176807089900000
0,67379697409128900000
0,64352049343639200000
0,61386483730535800000
0,58649253113561800000
0,56389896441864700000
0,54967638429454800000
0,54833004193040300000
0,56411368513193100000
0,59883276496720000000
0,65005291097117900000
0,71183607420122900000
0,77753227828020300000
0,84199605826032600000
0,90208713544694000000
0,95615703217552500000
1,00337889785630000000
1,04329349613728000000
1,07562237808934000000
1,10026946194003000000
1,11739794499663000000
1,12750526329906000000
1,13149112053551000000
1,13075634572070000000
1,12733985670236000000
1,12400308103450000000
1,12405852519574000000
1,13071319538347000000
1,14592402208584000000
1,16909690760105000000
1,19607372054031000000
1,21928622574573000000
1,23032551798936000000
1,22399047635114000000
1,20023717899207000000
1,16275920697010000000
1,11648810685606000000
1,06596362447411000000
1,01476021352608000000
0,96547910441155200000
0,91990353077098000000
0,87910923786349900000
0,84344443558356000000
0,81238720885285200000
0,78441828091900500000
0,75718567461880600000
0,72819721731963800000
0,69590180824236200000
0,66052374400433000000
0,62398686611376100000
0,58909086876963300000
0,55882283615399400000
0,53626203061034400000
0,52478389622868700000
0,52799315166319800000
0,54885611355942300000
0,58802548900346900000
0,64255759267934000000
0,70660677041380100000
0,77377048490793600000
0,83908325645798900000
0,89957267446523800000
0,95378321435015300000
1,00100811275992000000
1,04068628077884000000
1,07218690329205000000
1,09501711365548000000
1,10920592009880000000
1,11551349792611000000
1,11539576893961000000
1,11089806323015000000
1,10459902852866000000
1,09956025102781000000
1,09910380626416000000
1,10622009933975000000
1,12258596620988000000
1,14739553599714000000
1,17635468015812000000
1,20178519496590000000
1,21517089617719000000
1,21118626216354000000
1,18966414112243000000
1,15428560153394000000
1,11015249967251000000
1,06209432463565000000
1,01397106972769000000
0,96857851581128300000
0,92776358487566700000
0,89250978986646500000
0,86289838855755400000
0,83797834891951300000
0,81570863013014200000
0,79322759547997000000
0,76763882387539200000
0,73718884735618400000
0,70220165200365900000
0,66497731440611300000
0,62878086845159000000
0,59698375666036200000
0,57291136460132000000
0,56002544851975700000
0,56179333286399700000
0,58076536110906800000
