#RepetitiveGroupOfAttributes;Outline
#Outputs;0-6 years;7-12 years;13-19 years
-0,70673216;-0,65213669;-0,45675415;-0,21008089;0,075266939;0,3499413;0,59500684;0,77935864;1,0622726;1,3085662;1,4932306;1,5211424;1,5117641;1,3693023;1,1690073;0,97719743;0,71437999;0,49046043;0,23282342;-0,054243777;-0,3190262;-0,5719517;-0,7202638;-0,72977614;-0,67629714;-0,47620309;-0,22278634;0,044653285;0,33073799;0,62671463;0,90485006;1,1937929;1,4954636;1,6582452;1,6582452;1,5608888;1,5457048;1,5376662;1,5914801;1,6088971;1,6575753;1,4566104;1,1623084;0,86912297;0,59661456;0,29748946;0,034627369;-0,21209054;-0,47783313;-0,65510651;-0,57192937;-0,65445896;-0,75273079;-0,92547129;-1,0641371;-1,2180092;-1,3300226;-1,3396041;-1,2730513;-1,131237;-0,98084829;-0,841267;-0,74757269;-0,64479031;-0,6249841;-0,61189905;-0,70657585;-0,79060151;-0,91229693;-1,0588673;-1,1936031;-1,320345;-1,3910199;-1,3002932;-1,1547053;-1,0317147;-0,87650284;-0,75764327;-0,60734385;-0,52660062;0;1;0
-0,76431247;-0,66366618;-0,48852623;-0,21172545;0,055587489;0,38078566;0,64550588;0,86062629;1,1061829;1,3998364;1,4924603;1,4832543;1,5401813;1,536048;1,4240727;1,2194734;0,91003823;0,68232999;0,39017957;0,097390362;-0,16932137;-0,428781;-0,6417596;-0,7496204;-0,69748424;-0,53968543;-0,32604926;-0,055598761;0,21761355;0,51624576;0,83150519;1,1067466;1,3609456;1,5811387;1,5602843;1,5319147;1,4800603;1,4864482;1,5540843;1,5572782;1,65009;1,3776668;1,0843891;0,80595377;0,52037908;0,25661704;-0,038971551;-0,30269602;-0,55061994;-0,73389501;-0,57511924;-0,69267456;-0,79593235;-0,93092276;-1,0652556;-1,1873012;-1,2803572;-1,3324934;-1,2602918;-1,1226523;-0,98529467;-0,906818;-0,83095283;-0,71016601;-0,63103176;-0,65385894;-0,73092653;-0,84271399;-0,98666618;-1,1060439;-1,230175;-1,3249219;-1,3088207;-1,2099593;-1,1046912;-0,96676989;-0,82014984;-0,67281584;-0,5605399;-0,51428432;0;1;0
-0,83837097;-0,77658834;-0,57064072;-0,30769879;-0,030774306;0,25684077;0,54829648;0,82246103;1,1391884;1,4304779;1,5631542;1,5353886;1,5305671;1,5437017;1,3739491;1,1711106;0,8520555;0,5216947;0,24021466;-0,047001389;-0,34648751;-0,60843187;-0,80965768;-0,82513659;-0,73359322;-0,51303125;-0,25753782;0,008729331;0,29657717;0,55727458;0,81847076;1,0565567;1,3267309;1,582108;1,5543424;1,5157698;1,5077893;1,5132759;1,5772864;1,6605832;1,701816;1,4647277;1,1804212;0,91240828;0,62843433;0,31735981;0,023376934;-0,26909297;-0,53373076;-0,74629557;-0,61888969;-0,68449632;-0,76421852;-0,89006155;-1,0144914;-1,1083624;-1,2264244;-1,2460931;-1,230132;-1,1252545;-0,99798162;-0,87848977;-0,80199304;-0,75464188;-0,67796226;-0,60944606;-0,70265203;-0,76970514;-0,82566862;-0,923081;-1,0514179;-1,1733538;-1,2560022;-1,2400578;-1,1405339;-1,011349;-0,89145814;-0,75123353;-0,59167275;-0,56194527;0;1;0
-0,77861164;-0,70565622;-0,53821347;-0,290638;-0,00935409;0,31067896;0,5732106;0,79330074;1,1139976;1,375575;1,5817669;1,5247219;1,5247219;1,6000213;1,4960956;1,2428157;0,92025188;0,66448267;0,41526844;0,12035596;-0,17418314;-0,43026351;-0,63427732;-0,74672865;-0,75220497;-0,56482757;-0,44822751;-0,1821487;0,11504558;0,38373809;0,68335939;0,97501512;1,2693675;1,4726553;1,5265888;1,5873677;1,5099939;1,5068823;1,5821818;1,6522953;1,6518804;1,4645653;1,1706277;0,85532425;0,5640834;0,27468872;-0,027318092;-0,30387245;-0,54391797;-0,72059165;-0,4974522;-0,61546283;-0,72067462;-0,89058587;-1,0472834;-1,1754377;-1,2859391;-1,2832839;-1,2616483;-1,1485124;-1,0065014;-0,89830251;-0,77688992;-0,68310787;-0,61583621;-0,56810507;-0,68028673;-0,77995998;-0,93024773;-1,072964;-1,2115939;-1,3038824;-1,3373211;-1,2808569;-1,1438658;-1,0121644;-0,82818897;-0,66207381;-0,49444437;-0,43901733;0;1;0
-0,80592041;-0,71525267;-0,50257821;-0,28065358;-0,005161612;0,29010661;0,59608032;0,86102628;1,1584675;1,4375678;1,585491;1,5203011;1,5310664;1,5595745;1,4018829;1,1323517;0,79364348;0,62119935;0,32758579;0,038358105;-0,25413905;-0,51206763;-0,71002951;-0,78123996;-0,74671126;-0,54183168;-0,28382336;-0,081774654;0,23855279;0,53707053;0,83730275;1,1385318;1,4403588;1,6311438;1,5392401;1,4963783;1,5585778;1,5298703;1,5970537;1,5858897;1,6498834;1,3496512;1,0611811;0,78367561;0,48563633;0,18155651;-0,10846861;-0,40072653;-0,65500687;-0,75578203;-0,51344319;-0,66525384;-0,81170177;-0,89599007;-1,0128334;-1,1732962;-1,2929505;-1,2770019;-1,1597399;-1,1031423;-1,0599416;-0,93911107;-0,82759055;-0,70630152;-0,6270769;-0,64330459;-0,70616197;-0,86584724;-1,0092251;-1,1530215;-1,2619105;-1,3332007;-1,3028386;-1,200648;-1,0398264;-0,86106266;-0,64619527;-0,48880262;-0,37837857;-0,39929116;0;1;0
-0,90237637;-0,78439711;-0,57939687;-0,30257649;0,009904442;0,32814327;0,58962846;0,87752318;1,1736709;1,4535046;1,5485098;1,5327716;1,5749961;1,5174172;1,3792277;1,0842316;0,86044143;0,55700039;0,26580447;-0,028385556;-0,2981813;-0,56348589;-0,7488709;-0,82103651;-0,71593574;-0,51227901;-0,25177267;0,033262301;0,29146549;0,59577021;0,85967371;1,1675291;1,4337358;1,5680867;1,5784509;1,4625253;1,4684751;1,5594498;1,6114628;1,6817091;1,6281607;1,3228004;1,0460376;0,7527688;0,46967232;0,18043409;-0,094620537;-0,37900295;-0,62012438;-0,79558662;-0,4997268;-0,59716957;-0,70088845;-0,79639272;-0,95400549;-1,0994115;-1,2145118;-1,312089;-1,3718137;-1,2423992;-1,0769173;-0,91938135;-0,75785322;-0,65077557;-0,56250705;-0,53471561;-0,56354347;-0,67167673;-0,81136325;-0,96586675;-1,1192187;-1,2633388;-1,3917782;-1,3377269;-1,1893114;-1,0053083;-0,81481799;-0,67918118;-0,52930319;-0,43322312;0;1;0
-0,87135887;-0,79716367;-0,6041868;-0,33693216;-0,037624793;0,25284784;0,5325867;0,85228824;1,1069266;1,3937662;1,6104235;1,5793781;1,5062232;1,5394154;1,5422227;1,3699868;1,0844682;0,75122556;0,42475348;0,12833598;-0,18231617;-0,47724745;-0,68830662;-0,85747101;-0,87672576;-0,74887817;-0,51861379;-0,24285469;0,052605024;0,34268133;0,64289694;0,94740606;1,2439887;1,5143148;1,5920935;1,4982967;1,488884;1,5273605;1,5435438;1,5494886;1,6490651;1,4345546;1,1275684;0,79383042;0,54414615;0,22411434;-0,097354158;-0,37066926;-0,64438068;-0,83831534;-0,40080641;-0,53005765;-0,66553449;-0,82662377;-0,99061944;-1,1784606;-1,3448672;-1,3962573;-1,292635;-1,1401493;-0,96773171;-0,78821335;-0,65617133;-0,53481354;-0,48958304;-0,52023211;-0,54691795;-0,66000246;-0,83052096;-0,99748906;-1,1493473;-1,310387;-1,4069085;-1,3318546;-1,1528151;-0,9604988;-0,77368146;-0,59583096;-0,42704638;-0,33523126;0;1;0
-0,89928394;-0,81336555;-0,63059989;-0,38485136;-0,095311674;0,21716353;0,52009015;0,80976219;1,1173969;1,4284351;1,5948264;1,5469889;1,4706002;1,5592791;1,5764855;1,4439398;1,1896259;0,87612961;0,56490234;0,30128565;-0,003210335;-0,30572097;-0,56846789;-0,78927664;-0,84123609;-0,78328277;-0,61275065;-0,3531992;-0,069539938;0,23365139;0,52443901;0,84133871;1,11059;1,4106615;1,5273245;1,5534176;1,4541501;1,4827014;1,4738145;1,5997425;1,6161925;1,458499;1,1879241;0,88388193;0,5802179;0,27369874;-0,031288858;-0,33468818;-0,609593;-0,80610484;-0,66278147;-0,79752057;-0,99030752;-1,1350868;-1,3075854;-1,3990193;-1,3131444;-1,1772519;-1,0070979;-0,86655403;-0,75087429;-0,62209125;-0,53358245;-0,57071795;-0,70891723;-0,83433463;-0,95407961;-1,1116219;-1,2757252;-1,4021712;-1,3619651;-1,1830945;-1,0055853;-0,81771442;-0,64194475;-0,49500993;-0,34888816;-0,31835158;-0,36738028;-0,5369859;0;0;1
-0,83396304;-0,75118038;-0,53805326;-0,27638009;-0,057998609;0,25025211;0,53613772;0,85457917;1,1101803;1,3857692;1,6020005;1,6144171;1,5798928;1,5588451;1,4190821;1,1705979;0,86321025;0,56097101;0,28159656;-0,027865538;-0,27167085;-0,51503704;-0,70267976;-0,79980213;-0,76957821;-0,60245323;-0,37051944;-0,091023849;0,19134877;0,48510835;0,74812918;1,0164498;1,3003669;1,4890393;1,4969133;1,5270463;1,5817099;1,6001834;1,6394018;1,7472146;1,6793774;1,4039399;1,1153287;0,8217205;0,54295174;0,22875012;-0,042598944;-0,32612237;-0,57027596;-0,76406643;-0,50787476;-0,59244421;-0,7077827;-0,81962333;-0,96938015;-1,1310691;-1,2830821;-1,3700395;-1,2621252;-1,1242096;-1,0022085;-0,86703371;-0,72566569;-0,58871921;-0,5493948;-0,55190841;-0,59856167;-0,64438211;-0,73273712;-0,87460483;-1,0153823;-1,1536007;-1,2739362;-1,355465;-1,266895;-1,1172442;-0,96300527;-0,8025126;-0,69295844;-0,54739602;0;0;1
-0,85601483;-0,75835274;-0,57943034;-0,29974925;0,020357825;0,32003072;0,64262188;0,91110756;1,2422059;1,5057574;1,5772175;1,5666686;1,6262187;1,5166466;1,3849559;1,1054109;0,81854976;0,50174346;0,20110075;-0,079073755;-0,36326364;-0,61628332;-0,82198623;-0,92596062;-0,83653345;-0,65357867;-0,42279668;-0,19009207;0,13503422;0,42722082;0,71118952;1,0113218;1,3058394;1,5518662;1,560033;1,5569705;1,552887;1,6226457;1,6223054;1,7136722;1,671817;1,3710041;1,0861847;0,81140376;0,53270949;0,22985492;-0,077049053;-0,36898044;-0,61461592;-0,81038247;-0,45808434;-0,53959986;-0,62892494;-0,82816242;-0,98551068;-1,1400856;-1,2727121;-1,3424197;-1,2486369;-1,0978901;-0,94969557;-0,81167556;-0,67877685;-0,59845233;-0,50694941;-0,5248995;-0,538579;-0,63595185;-0,78908057;-0,94938932;-1,1010038;-1,2437878;-1,32253;-1,2909855;-1,1773639;-1,0071188;-0,86176566;-0,67862372;-0,51831497;-0,41343881;0;0;1
