Date;Open;High;Low;Close;Adj Close;Volume
2015-01-02;19.100000;19.809999;18.010000;19.320000;19.320000;27400
2015-01-05;19.139999;19.980000;18.650000;19.940001;19.940001;89900
2015-01-06;19.940001;20.500000;18.450001;18.639999;18.639999;47300
2015-01-07;18.840000;18.840000;17.900000;18.520000;18.520000;34400
2015-01-08;18.700001;20.000000;17.950001;19.980000;19.980000;30600
2015-01-09;19.910000;21.400000;19.820000;21.129999;21.129999;85000
2015-01-12;21.969999;22.540001;21.299999;21.790001;21.790001;29800
2015-01-13;22.309999;23.000000;22.120001;22.900000;22.900000;67500
2015-01-14;22.900000;24.000000;22.621000;23.400000;23.400000;219200
2015-01-15;23.400000;24.040001;22.320000;22.730000;22.730000;29100
2015-01-16;22.650000;22.770000;20.500000;22.299999;22.299999;54900
2015-01-20;22.500000;22.555000;21.120001;22.090000;22.090000;32700
2015-01-21;21.910000;21.990000;21.065001;21.490000;21.490000;20800
2015-01-22;21.520000;22.000000;21.010000;21.500000;21.500000;27800
2015-01-23;21.389999;21.860001;20.070000;20.070000;20.070000;28300
2015-01-26;19.969999;22.000000;19.940001;21.530001;21.530001;60100
2015-01-27;21.559999;21.870001;19.760000;21.420000;21.420000;32400
2015-01-28;21.059999;22.170000;21.010000;21.809999;21.809999;46500
2015-01-29;21.500000;22.290001;21.500000;22.219999;22.219999;51700
2015-01-30;21.959999;22.600000;21.500000;21.629999;21.629999;62900
2015-02-02;21.790001;21.950001;20.860001;21.379999;21.379999;33500
2015-02-03;20.910000;22.212999;20.840000;21.000000;21.000000;126300
2015-02-04;20.950001;21.010000;19.200001;19.520000;19.520000;52700
2015-02-05;19.549999;21.000000;19.260000;20.910000;20.910000;67600
2015-02-06;20.990000;21.049999;20.020000;20.389999;20.389999;89400
2015-02-09;20.200001;20.691999;20.200001;20.320000;20.320000;21100
2015-02-10;20.299999;20.459999;19.500000;19.580000;19.580000;30400
2015-02-11;19.700001;19.850000;19.190001;19.740000;19.740000;39200
2015-02-12;19.750000;20.209999;19.750000;20.100000;20.100000;18300
2015-02-13;20.160000;21.000000;19.889999;19.950001;19.950001;52600
2015-02-17;19.799999;20.010000;19.780001;20.010000;20.010000;26600
2015-02-18;19.750000;20.500000;19.570000;19.840000;19.840000;38900
2015-02-19;19.290001;20.000000;18.500000;18.650000;18.650000;95700
2015-02-20;18.709999;18.709999;17.129999;17.520000;17.520000;102000
2015-02-23;17.549999;17.549999;16.500000;16.510000;16.510000;160500
2015-02-24;16.500000;16.950001;16.500000;16.930000;16.930000;174000
2015-02-25;16.969999;17.170000;16.600000;16.820000;16.820000;121900
2015-02-26;16.850000;16.900000;16.700001;16.740000;16.740000;36900
2015-02-27;16.650000;16.770000;16.500000;16.580000;16.580000;47700
2015-03-02;16.090000;16.580000;14.710000;15.760000;15.760000;267400
2015-03-03;15.760000;15.998000;15.190000;15.200000;15.200000;110600
2015-03-04;15.000000;15.250000;14.840000;15.060000;15.060000;136000
2015-03-05;15.010000;15.758000;14.800000;15.130000;15.130000;137700
2015-03-06;15.070000;15.350000;14.900000;15.090000;15.090000;110900
2015-03-09;15.140000;15.650000;15.000000;15.560000;15.560000;70200
2015-03-10;15.500000;15.505000;14.880000;15.110000;15.110000;113300
2015-03-11;15.220000;15.610000;15.010000;15.270000;15.270000;111800
2015-03-12;15.320000;15.370000;14.830000;14.980000;14.980000;194400
2015-03-13;15.000000;15.090000;14.921000;15.010000;15.010000;75600
2015-03-16;15.000000;15.305000;14.770000;15.040000;15.040000;193300
2015-03-17;15.750000;16.455999;15.500000;15.940000;15.940000;384200
2015-03-18;17.000000;17.368000;16.299999;16.709999;16.709999;348700
2015-03-19;16.750000;17.110001;16.549999;16.959999;16.959999;180300
2015-03-20;16.750000;16.950001;16.270000;16.770000;16.770000;153800
2015-03-23;16.690001;16.750000;16.250000;16.530001;16.530001;76900
2015-03-24;16.559999;16.990000;16.520000;16.700001;16.700001;62900
2015-03-25;16.690001;16.780001;15.750000;16.010000;16.010000;130200
2015-03-26;16.000000;16.000000;15.506000;15.660000;15.660000;101200
2015-03-27;15.750000;16.170000;15.660000;15.980000;15.980000;66500
2015-03-30;15.820000;16.200001;15.760000;15.790000;15.790000;59100
2015-03-31;15.870000;15.994000;15.440000;15.520000;15.520000;87300
2015-04-01;15.600000;16.747999;15.410000;16.200001;16.200001;117100
2015-04-02;16.459999;16.980000;16.219999;16.879999;16.879999;84900
2015-04-06;16.879999;17.740000;16.740000;17.650000;17.650000;87000
2015-04-07;17.700001;17.740000;16.900000;17.250000;17.250000;51300
2015-04-08;17.920000;18.469999;17.340000;18.459999;18.459999;157000
2015-04-09;18.410000;19.000000;18.270000;18.990000;18.990000;114400
2015-04-10;19.129999;19.250000;18.500000;18.639999;18.639999;76100
2015-04-13;18.760000;19.410000;18.590000;19.250000;19.250000;110200
2015-04-14;19.190001;19.714001;18.860001;19.070000;19.070000;41200
2015-04-15;19.209999;19.898001;17.940001;19.490000;19.490000;64400
2015-04-16;19.510000;19.740000;19.000000;19.320000;19.320000;53200
2015-04-17;19.170000;19.318001;18.305000;18.950001;18.950001;85200
2015-04-20;19.020000;19.205999;17.090000;17.570000;17.570000;229200
2015-04-21;17.620001;18.000000;17.155001;17.250000;17.250000;75600
2015-04-22;17.180000;17.914000;15.850000;16.100000;16.100000;158800
2015-04-23;16.500000;17.650000;15.940000;17.480000;17.480000;109600
2015-04-24;17.559999;17.757999;16.760000;16.920000;16.920000;38000
2015-04-27;16.900000;17.250000;16.469999;16.590000;16.590000;84600
2015-04-28;16.510000;16.549999;15.800000;16.160000;16.160000;47300
2015-04-29;15.990000;16.430000;15.750000;15.860000;15.860000;102800
2015-04-30;15.900000;15.900000;15.280000;15.470000;15.470000;85800
2015-05-01;15.330000;15.690000;14.630000;15.130000;15.130000;174600
2015-05-04;15.210000;16.010000;15.180000;15.390000;15.390000;134300
2015-05-05;15.270000;15.630000;14.755000;14.920000;14.920000;97700
2015-05-06;16.260000;16.840000;15.330000;16.190001;16.190001;349700
2015-05-07;16.250000;16.620001;15.690000;15.770000;15.770000;128300
2015-05-08;15.670000;16.459999;15.670000;15.920000;15.920000;76900
2015-05-11;15.980000;16.799999;15.880000;16.639999;16.639999;103900
2015-05-12;16.620001;17.170000;16.469999;17.090000;17.090000;107500
2015-05-13;17.260000;17.260000;16.719999;16.879999;16.879999;49700
2015-05-14;17.150000;17.299999;16.830000;16.990000;16.990000;58800
2015-05-15;16.990000;17.280001;16.709999;17.080000;17.080000;50200
2015-05-18;17.143000;17.480000;17.073999;17.400000;17.400000;49300
2015-05-19;17.586000;17.587000;16.230000;16.450001;16.450001;115400
2015-05-20;16.700001;16.700001;15.730000;16.440001;16.440001;77300
2015-05-21;16.511000;17.290001;16.209000;17.250000;17.250000;60400
2015-05-22;17.200001;17.790001;17.090000;17.180000;17.180000;49700
2015-05-26;17.240000;17.240000;16.280001;16.620001;16.620001;45200
2015-05-27;16.570000;17.219999;16.350000;17.080000;17.080000;57600
2015-05-28;17.070000;17.309999;16.700001;17.030001;17.030001;39100
2015-05-29;16.980000;17.136000;16.760000;16.790001;16.790001;59300
2015-06-01;16.750000;17.349001;16.431999;17.219999;17.219999;49700
2015-06-02;17.190001;17.990000;17.000000;17.500000;17.500000;85800
2015-06-03;17.799999;17.990000;17.469999;17.850000;17.850000;70700
2015-06-04;17.690001;18.139999;17.370001;18.059999;18.059999;116100
2015-06-05;17.990000;18.219999;17.870001;18.120001;18.120001;72200
2015-06-08;18.059999;18.190001;17.459999;17.990000;17.990000;69500
2015-06-09;18.000000;18.230000;17.500000;18.070000;18.070000;37000
2015-06-10;18.200001;18.379999;17.750000;18.320000;18.320000;113100
2015-06-11;18.270000;18.780001;18.200001;18.709999;18.709999;73800
2015-06-12;18.670000;19.120001;18.040001;19.000000;19.000000;102000
2015-06-15;17.790001;18.722000;17.600000;18.000000;18.000000;113400
2015-06-16;17.940001;18.469999;17.940001;18.250000;18.250000;46900
2015-06-17;18.299999;18.990000;18.270000;18.750000;18.750000;45600
2015-06-18;18.830000;19.000000;18.209999;18.709999;18.709999;297000
2015-06-19;18.580000;18.770000;18.049999;18.590000;18.590000;141500
2015-06-22;18.540001;18.580000;18.040001;18.320000;18.320000;90200
2015-06-23;18.320000;18.360001;18.000000;18.219999;18.219999;56500
